n,url,titulo,plataforma,cuenta,fecha,views,likes,comments,formato,transcripto
173,https://www.instagram.com/reel/DP6onssEd0X/,top semanal cuenta sin dato DP6onssEd0X,instagram,SIN DATO (CM: María),2025-10-16,,,,reel,no
174,https://vm.tiktok.com/ZMAgSkWYW,top semanal @senseirich_ ZMAgSkWYW,tiktok,@senseirich_,2025-09-19,,,,tiktok,no
175,https://www.instagram.com/p/DNyNUmgYmqA/,top semanal cuenta sin dato DNyNUmgYmqA,instagram,SIN DATO (CM: Fabiola),2025-08-22,,,,reel,no
176,https://vm.tiktok.com/ZMAgS82mH,top semanal @senseirich_ ZMAgS82mH,tiktok,@senseirich_,2025-08-29,,,,tiktok,no
177,https://www.instagram.com/reel/DM8JFEDso8_/,top semanal @frasesdelcalvito DM8JFEDso8_,instagram,@frasesdelcalvito,2025-08-01,,,,reel,no
178,https://vm.tiktok.com/ZMA3rVgo6,top semanal @carrosdelsensei ZMA3rVgo6,tiktok,@carrosdelsensei,2025-11-12,,,,tiktok,no
179,https://www.instagram.com/reel/DNgPzGLRdVm/,top semanal @frasesdelcalvito DNgPzGLRdVm,instagram,@frasesdelcalvito,2025-08-15,,,,reel,no
180,https://www.tiktok.com/@elsenseiprofe/video/7569644335143128328,top semanal @senseielprofesor 7569644335143128328,tiktok,@senseielprofesor,2025-11-05,,,,tiktok,no
181,https://www.tiktok.com/@relojesdelsensei/video/7548140404135251206,top semanal @relojesdelsensei 7548140404135251206,tiktok,@relojesdelsensei,2025-09-05,,,,tiktok,no
182,https://www.instagram.com/p/DOoWNeYkWaD/,top semanal @librosdelsensei DOoWNeYkWaD,instagram,@librosdelsensei,2025-09-12,,,,reel,no
183,https://vm.tiktok.com/ZMA7kj4bG,top semanal @senseirich_ ZMA7kj4bG,tiktok,@senseirich_,2025-11-05,,,,tiktok,no
184,https://www.instagram.com/p/DNBWiq6ujOp/,top semanal cuenta sin dato DNBWiq6ujOp,instagram,SIN DATO (CM: Fabiola),2025-08-01,,,,reel,no
185,https://www.youtube.com/shorts/qzRr8DAtC_8,top semanal @elsenseireel qzRr8DAtC_8,youtube,@elsenseireel,2025-09-05,,,,short,no
186,https://www.youtube.com/shorts/gE_ldG4fU0w,top semanal @elsenseireel gE_ldG4fU0w,youtube,@elsenseireel,2025-08-22,,,,short,no
187,https://vm.tiktok.com/ZMAgSyHX9,top semanal @senseirich_ ZMAgSyHX9,tiktok,@senseirich_,2025-08-22,,,,tiktok,no
188,https://www.youtube.com/shorts/SgJegZ_AWfw,top semanal @relojesdelsensei SgJegZ_AWfw,youtube,@relojesdelsensei,2025-10-29,,,,short,no
189,https://vt.tiktok.com/ZSUo25ck3,top semanal @frasesdelsensei ZSUo25ck3,tiktok,@frasesdelsensei,2025-08-01,,,,tiktok,no
190,https://vm.tiktok.com/ZMAosxmqo,top semanal @senseirich_ ZMAosxmqo,tiktok,@senseirich_,2025-11-26,,,,tiktok,no
191,https://www.tiktok.com/@elsenseiprofe/video/7567057608507542802,top semanal @senseielprofesor 7567057608507542802,tiktok,@senseielprofesor,2025-10-29,,,,tiktok,no
192,https://www.instagram.com/p/DNlf4puxb08/,top semanal @librosdelsensei DNlf4puxb08,instagram,@librosdelsensei,2025-08-15,,,,reel,no
193,https://www.tiktok.com/@senseisinpelo_/video/7560001861957209400,top semanal @senseisinpelo 7560001861957209400,tiktok,@senseisinpelo,2025-10-09,,,,tiktok,no
194,https://www.instagram.com/p/DM5qWI-R3N0/,top semanal cuenta sin dato DM5qWI-R3N0,instagram,SIN DATO (CM: Fabiola),2025-08-01,,,,reel,no
195,https://www.instagram.com/p/DOEQrUfkRKd/,top semanal @librosdelsensei DOEQrUfkRKd,instagram,@librosdelsensei,2025-08-29,,,,reel,no
196,https://www.tiktok.com/@elsenseiprofe/video/7536279586036829445,top semanal @senseielprofesor 7536279586036829445,tiktok,@senseielprofesor,2025-08-08,,,,tiktok,no
197,https://www.instagram.com/reel/DM-xoxdAKRh/,top semanal cuenta sin dato DM-xoxdAKRh,instagram,SIN DATO (CM: Valeria),2025-08-01,,,,reel,no
198,https://www.instagram.com/reel/DQwxLAgEQ4S/,top semanal @frasesdelcalvito DQwxLAgEQ4S,instagram,@frasesdelcalvito,2025-11-05,,,,reel,no
199,https://vt.tiktok.com/ZSUMGoGGF,top semanal @frasesdelsensei ZSUMGoGGF,tiktok,@frasesdelsensei,2025-10-02,,,,tiktok,no
200,https://www.youtube.com/shorts/8gnycU0RDKA,top semanal @senseielcoach 8gnycU0RDKA,youtube,@senseielcoach,2025-09-12,,,,short,no
201,https://www.instagram.com/reel/DOyrx6NgUaC/,top semanal cuenta sin dato DOyrx6NgUaC,instagram,SIN DATO (CM: María),2025-09-19,,,,reel,no
202,https://www.instagram.com/reel/DQo9sn7Dga_/,top semanal @habitosdelsensei DQo9sn7Dga_,instagram,@habitosdelsensei,2025-10-29,,,,reel,no
203,https://www.tiktok.com/@elsenseiprofe/video/7572615175811976455,top semanal @senseielprofesor 7572615175811976455,tiktok,@senseielprofesor,2025-11-12,,,,tiktok,no
204,https://www.instagram.com/reel/DRnBQ0NEdKP/,top semanal @frasesdelcalvito DRnBQ0NEdKP,instagram,@frasesdelcalvito,2025-11-26,,,,reel,no
205,https://www.tiktok.com/t/ZP8AXEmpu,top semanal @senseideverdad t,tiktok,@senseideverdad,2025-10-09,,,,tiktok,no
206,https://vt.tiktok.com/ZSfuP1n9w,top semanal @lasprimasdelsensei ZSfuP1n9w,tiktok,@lasprimasdelsensei,2025-11-19,,,,tiktok,no
207,https://vt.tiktok.com/ZSUEtWqR1,top semanal @senseialma ZSUEtWqR1,tiktok,@senseialma,2025-09-05,,,,tiktok,no
208,https://www.instagram.com/p/DNOPuCSRySK/,top semanal cuenta sin dato DNOPuCSRySK,instagram,SIN DATO (CM: Fabiola),2025-08-08,,,,reel,no
209,https://www.youtube.com/shorts/0x1zxO3NRHs,top semanal @elsenseireel 0x1zxO3NRHs,youtube,@elsenseireel,2025-08-15,,,,short,no
210,https://www.instagram.com/p/DM5pKUZR2L4/,top semanal @librosdelsensei DM5pKUZR2L4,instagram,@librosdelsensei,2025-08-01,,,,reel,no
211,https://www.tiktok.com/@elsenseiprofe/video/7549985700385524998,top semanal @senseielprofesor 7549985700385524998,tiktok,@senseielprofesor,2025-09-12,,,,tiktok,no
212,https://www.youtube.com/shorts/a_C1Yo5P4dY,top semanal @relojesdelsensei a_C1Yo5P4dY,youtube,@relojesdelsensei,2025-12-03,,,,short,no
213,https://vt.tiktok.com/ZSUKRPj8S,top semanal @habitosdelsensei ZSUKRPj8S,tiktok,@habitosdelsensei,2025-09-19,,,,tiktok,no
214,https://www.youtube.com/shorts/Cfi3DOZ9GUU,top semanal @senseielcoach Cfi3DOZ9GUU,youtube,@senseielcoach,2025-09-05,,,,short,no
215,https://vm.tiktok.com/ZMAgkJNNL,top semanal @senseielcoach ZMAgkJNNL,tiktok,@senseielcoach,2025-09-19,,,,tiktok,no
216,https://www.youtube.com/shorts/7cxC24ieHkA,top semanal @elsenseireel 7cxC24ieHkA,youtube,@elsenseireel,2025-10-16,,,,short,no
217,https://www.instagram.com/reel/DQrm9FVEa7Q/,top semanal @senseialma DQrm9FVEa7Q,instagram,@senseialma,2025-11-07,,,,reel,no
218,https://www.instagram.com/reel/DNOYSzaz9ul/,top semanal @senseialma DNOYSzaz9ul,instagram,@senseialma,2025-08-08,,,,reel,no
219,https://www.instagram.com/p/DPg7GErEZg1/,top semanal @librosdelsensei DPg7GErEZg1,instagram,@librosdelsensei,2025-10-02,,,,reel,no
220,https://www.youtube.com/shorts/pm8rer99xwA,top semanal @relojesdelsensei pm8rer99xwA,youtube,@relojesdelsensei,2025-11-05,,,,short,no
221,https://vm.tiktok.com/ZMA3rfjDE,top semanal @senseirich_ ZMA3rfjDE,tiktok,@senseirich_,2025-11-12,,,,tiktok,no
222,https://vm.tiktok.com/ZMAgSDku6,top semanal @senseirich_ ZMAgSDku6,tiktok,@senseirich_,2025-08-01,,,,tiktok,no
223,https://www.tiktok.com/@librosdelsensei/video/7559997869021777164,top semanal @librosdelsensei 7559997869021777164,tiktok,@librosdelsensei,2025-10-15,,,,tiktok,no
224,https://www.youtube.com/shorts/-sdJA1Pde-M,top semanal @senseielcoach -sdJA1Pde-M,youtube,@senseielcoach,2025-08-15,,,,short,no
225,https://www.instagram.com/reel/DNcHt-fBUg8/,top semanal cuenta sin dato DNcHt-fBUg8,instagram,SIN DATO (CM: María),2025-08-15,,,,reel,no
226,https://vt.tiktok.com/ZSfWTGVep,top semanal @frasesdelsensei ZSfWTGVep,tiktok,@frasesdelsensei,2025-11-26,,,,tiktok,no
227,https://www.instagram.com/reel/DN5hBLxASyZ/,top semanal cuenta sin dato DN5hBLxASyZ,instagram,SIN DATO (CM: María),2025-08-22,,,,reel,no
228,https://www.tiktok.com/@librosdelsensei/video/7537375501665684742,top semanal @librosdelsensei 7537375501665684742,tiktok,@librosdelsensei,2025-08-08,,,,tiktok,no
229,https://www.youtube.com/shorts/y3ntKJBxP04,top semanal @senseielcoach y3ntKJBxP04,youtube,@senseielcoach,2025-08-08,,,,short,no
230,https://vt.tiktok.com/ZSUK1FYv7,top semanal @habitosdelsensei ZSUK1FYv7,tiktok,@habitosdelsensei,2025-08-15,,,,tiktok,no
231,https://vt.tiktok.com/ZSUo2yj4F,top semanal @frasesdelsensei ZSUo2yj4F,tiktok,@frasesdelsensei,2025-08-08,,,,tiktok,no
